code,description,subcategory,category,commoncat
n34,urethritis and urethral syndrome,other diseases of the urinary system,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n35,urethral stricture,other diseases of the urinary system,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n36,other disorders of urethra,other diseases of the urinary system,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n37,urethral disorders in diseases classified elsewhere,other diseases of the urinary system,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n39,other disorders of urinary system,other diseases of the urinary system,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n40,benign prostatic hyperplasia,diseases of male genital organs,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n41,inflammatory diseases of prostate,diseases of male genital organs,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n42,other and unspecified disorders of prostate,diseases of male genital organs,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n43,hydrocele and spermatocele,diseases of male genital organs,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n44,noninflammatory disorders of testis,diseases of male genital organs,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n45,orchitis and epididymitis,diseases of male genital organs,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n46,male infertility,diseases of male genital organs,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n47,disorders of prepuce,diseases of male genital organs,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n48,other disorders of penis,diseases of male genital organs,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n49,"inflammatory disorders of male genital organs, nec",diseases of male genital organs,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n50,other and unspecified disorders of male genital organs,diseases of male genital organs,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n51,disorders of male genital organs in diseases classified elsewhere,diseases of male genital organs,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n52,male erectile dysfunction,diseases of male genital organs,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n53,other male sexual dysfunction,diseases of male genital organs,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n60,benign mammary dysplasia,disorders of breast,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n61,inflammatory disorders of breast,disorders of breast,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n62,hypertrophy of breast,disorders of breast,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n63,unspecified lump in breast,disorders of breast,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n64,other disorders of breast,disorders of breast,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n65,deformity and disproportion of reconstructed breast,disorders of breast,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n70,salpingitis and oophoritis,inflammatory diseases of female pelvic organs,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n71,"inflammatory disease of uterus, except cervix",inflammatory diseases of female pelvic organs,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n72,inflammatory disease of cervix uteri,inflammatory diseases of female pelvic organs,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n73,other female pelvic inflammatory diseases,inflammatory diseases of female pelvic organs,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n74,female pelvic inflammatory disorders in diseases classified elsewhere,inflammatory diseases of female pelvic organs,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n75,diseases of bartholin's gland,inflammatory diseases of female pelvic organs,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n76,other inflammation of vagina and vulva,inflammatory diseases of female pelvic organs,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n77,vulvovaginal ulceration and inflammation in diseases classified elsewhere,inflammatory diseases of female pelvic organs,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n80,endometriosis,noninflammatory disorders of female genital tract,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n81,female genital prolapse,noninflammatory disorders of female genital tract,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n82,fistulae involving female genital tract,noninflammatory disorders of female genital tract,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n83,"noninflammatory disorders of ovary, fallopian tube and broad ligament",noninflammatory disorders of female genital tract,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n84,polyp of female genital tract,noninflammatory disorders of female genital tract,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n85,"other noninflammatory disorders of uterus, except cervix",noninflammatory disorders of female genital tract,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n86,erosion and ectropion of cervix uteri,noninflammatory disorders of female genital tract,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n87,dysplasia of cervix uteri,noninflammatory disorders of female genital tract,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n88,other noninflammatory disorders of cervix uteri,noninflammatory disorders of female genital tract,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n89,other noninflammatory disorders of vagina,noninflammatory disorders of female genital tract,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n90,other noninflammatory disorders of vulva and perineum,noninflammatory disorders of female genital tract,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n91,"absent, scanty and rare menstruation",noninflammatory disorders of female genital tract,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n92,"excessive, frequent and irregular menstruation",noninflammatory disorders of female genital tract,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n93,other abnormal uterine and vaginal bleeding,noninflammatory disorders of female genital tract,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n94,pain and other conditions associated with female genital organs and menstrual cycle,noninflammatory disorders of female genital tract,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n95,menopausal and other perimenopausal disorders,noninflammatory disorders of female genital tract,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n96,recurrent pregnancy loss,noninflammatory disorders of female genital tract,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n97,female infertility,noninflammatory disorders of female genital tract,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n98,complications associated with artificial fertilization,noninflammatory disorders of female genital tract,diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
n99,"intraoperative and postprocedural complications and disorders of genitourinary system, not elsewhere","intraoperative and postprocedural complications and disorders of genitourinary system, nec",diseases of the genitourinary system (n00-n99),diseases of the genitourinary system
o00,ectopic pregnancy,pregnancy with abortive outcome,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o01,hydatidiform mole,pregnancy with abortive outcome,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o02,other abnormal products of conception,pregnancy with abortive outcome,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o03,spontaneous abortion,pregnancy with abortive outcome,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o04,complications following (induced) termination of pregnancy,pregnancy with abortive outcome,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o07,failed attempted termination of pregnancy,pregnancy with abortive outcome,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o08,complications following ectopic and molar pregnancy,pregnancy with abortive outcome,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o09,supervision of high risk pregnancy,supervision of high risk pregnancy,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o10,"pre-existing hypertension complicating pregnancy, childbirth and the puerperium","edema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium","pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o11,pre-existing hypertension with pre-eclampsia,"edema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium","pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o12,gestational [pregnancy-induced] edema and proteinuria without hypertension,"edema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium","pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o13,gestational [pregnancy-induced] hypertension without significant proteinuria,"edema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium","pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o14,pre-eclampsia,"edema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium","pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o15,eclampsia,"edema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium","pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o16,unspecified maternal hypertension,"edema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium","pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o20,hemorrhage in early pregnancy,other maternal disorders predominantly related to pregnancy,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o21,excessive vomiting in pregnancy,other maternal disorders predominantly related to pregnancy,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o22,venous complications and hemorrhoids in pregnancy,other maternal disorders predominantly related to pregnancy,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o23,infections of genitourinary tract in pregnancy,other maternal disorders predominantly related to pregnancy,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o24,"diabetes mellitus in pregnancy, childbirth, and the puerperium",other maternal disorders predominantly related to pregnancy,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o25,"malnutrition in pregnancy, childbirth and the puerperium",other maternal disorders predominantly related to pregnancy,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o26,maternal care for other conditions predominantly related to pregnancy,other maternal disorders predominantly related to pregnancy,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o28,abnormal findings on antenatal screening of mother,other maternal disorders predominantly related to pregnancy,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o29,complications of anesthesia during pregnancy,other maternal disorders predominantly related to pregnancy,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o30,multiple gestation,maternal care related to the fetus and amniotic cavity and possible delivery problems,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o31,complications specific to multiple gestation,maternal care related to the fetus and amniotic cavity and possible delivery problems,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o32,maternal care for malpresentation of fetus,maternal care related to the fetus and amniotic cavity and possible delivery problems,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o33,maternal care for disproportion,maternal care related to the fetus and amniotic cavity and possible delivery problems,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o34,maternal care for abnormality of pelvic organs,maternal care related to the fetus and amniotic cavity and possible delivery problems,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o35,maternal care for known or suspected fetal abnormality and damage,maternal care related to the fetus and amniotic cavity and possible delivery problems,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o36,maternal care for other fetal problems,maternal care related to the fetus and amniotic cavity and possible delivery problems,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o40,polyhydramnios,maternal care related to the fetus and amniotic cavity and possible delivery problems,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o41,other disorders of amniotic fluid and membranes,maternal care related to the fetus and amniotic cavity and possible delivery problems,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o42,premature rupture of membranes,maternal care related to the fetus and amniotic cavity and possible delivery problems,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o43,placental disorders,maternal care related to the fetus and amniotic cavity and possible delivery problems,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o44,placenta previa,maternal care related to the fetus and amniotic cavity and possible delivery problems,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o45,premature separation of placenta [abruptio placentae],maternal care related to the fetus and amniotic cavity and possible delivery problems,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o46,"antepartum hemorrhage, nec",maternal care related to the fetus and amniotic cavity and possible delivery problems,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o47,false labor,maternal care related to the fetus and amniotic cavity and possible delivery problems,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o48,late pregnancy,maternal care related to the fetus and amniotic cavity and possible delivery problems,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o60,preterm labor,complications of labor and delivery,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o61,failed induction of labor,complications of labor and delivery,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o62,abnormalities of forces of labor,complications of labor and delivery,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o63,long labor,complications of labor and delivery,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o64,obstructed labor due to malposition and malpresentation of fetus,complications of labor and delivery,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o65,obstructed labor due to maternal pelvic abnormality,complications of labor and delivery,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o66,other obstructed labor,complications of labor and delivery,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o67,"labor and delivery complicated by intrapartum hemorrhage, nec",complications of labor and delivery,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o68,labor and delivery complicated by abnormality of fetal acid-base balance,complications of labor and delivery,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o69,labor and delivery complicated by umbilical cord complications,complications of labor and delivery,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o70,perineal laceration during delivery,complications of labor and delivery,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o71,other obstetric trauma,complications of labor and delivery,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o72,postpartum hemorrhage,complications of labor and delivery,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o73,"retained placenta and membranes, without hemorrhage",complications of labor and delivery,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o74,complications of anesthesia during labor and delivery,complications of labor and delivery,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o75,"other complications of labor and delivery, nec",complications of labor and delivery,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o76,abnormality in fetal heart rate and rhythm complicating labor and delivery,complications of labor and delivery,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o77,other fetal stress complicating labor and delivery,complications of labor and delivery,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o80,encounter for full-term uncomplicated delivery,encounter for delivery,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o82,encounter for cesarean delivery without indication,encounter for delivery,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o85,puerperal sepsis,complications predominantly related to the puerperium,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o86,other puerperal infections,complications predominantly related to the puerperium,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o87,venous complications and hemorrhoids in the puerperium,complications predominantly related to the puerperium,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o88,obstetric embolism,complications predominantly related to the puerperium,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o89,complications of anesthesia during the puerperium,complications predominantly related to the puerperium,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o90,"complications of the puerperium, nec",complications predominantly related to the puerperium,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o91,"infections of breast associated with pregnancy, the puerperium and lactation",complications predominantly related to the puerperium,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o92,other disorders of breast and disorders of lactation associated with pregnancy and the puerperium,complications predominantly related to the puerperium,"pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o94,"sequelae of complication of pregnancy, childbirth, and the puerperium","other obstetric conditions, nec","pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o98,"maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and","other obstetric conditions, nec","pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o99,"other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium","other obstetric conditions, nec","pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
o9a,"maternal malignant neoplasms, traumatic injuries and abuse classifiable elsewhere but complicating","other obstetric conditions, nec","pregnancy, childbirth and the puerperium (o00-o9a)","pregnancy, childbirth and the puerperium"
p00,newborn affected by maternal conditions that may be unrelated to present pregnancy,"newborn affected by maternal factors and by complications of pregnancy, labor, and delivery",certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p01,newborn affected by maternal complications of pregnancy,"newborn affected by maternal factors and by complications of pregnancy, labor, and delivery",certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p02,"newborn affected by complications of placenta, cord and membranes","newborn affected by maternal factors and by complications of pregnancy, labor, and delivery",certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p03,newborn affected by other complications of labor and delivery,"newborn affected by maternal factors and by complications of pregnancy, labor, and delivery",certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p04,newborn affected by noxious substances transmitted via placenta or breast milk,"newborn affected by maternal factors and by complications of pregnancy, labor, and delivery",certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p05,disorders of newborn related to slow fetal growth and fetal malnutrition,disorders of newborn related to length of gestation and fetal growth,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p07,"disorders of newborn related to short gestation and low birth weight, nec",disorders of newborn related to length of gestation and fetal growth,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p08,disorders of newborn related to long gestation and high birth weight,disorders of newborn related to length of gestation and fetal growth,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p09,abnormal findings on neonatal screening,abnormal findings on neonatal screening,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p10,intracranial laceration and hemorrhage due to birth injury,birth trauma,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p11,other birth injuries to central nervous system,birth trauma,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p12,birth injury to scalp,birth trauma,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p13,birth injury to skeleton,birth trauma,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p14,birth injury to peripheral nervous system,birth trauma,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p15,other birth injuries,birth trauma,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p19,metabolic acidemia in newborn,respiratory and cardiovascular disorders specific to the perinatal period,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p22,respiratory distress of newborn,respiratory and cardiovascular disorders specific to the perinatal period,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p23,congenital pneumonia,respiratory and cardiovascular disorders specific to the perinatal period,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p24,neonatal aspiration,respiratory and cardiovascular disorders specific to the perinatal period,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p25,interstitial emphysema and related conditions originating in the perinatal period,respiratory and cardiovascular disorders specific to the perinatal period,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p26,pulmonary hemorrhage originating in the perinatal period,respiratory and cardiovascular disorders specific to the perinatal period,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p27,chronic respiratory disease originating in the perinatal period,respiratory and cardiovascular disorders specific to the perinatal period,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p28,other respiratory conditions originating in the perinatal period,respiratory and cardiovascular disorders specific to the perinatal period,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p29,cardiovascular disorders originating in the perinatal period,respiratory and cardiovascular disorders specific to the perinatal period,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p35,congenital viral diseases,infections specific to the perinatal period,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p36,bacterial sepsis of newborn,infections specific to the perinatal period,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p37,other congenital infectious and parasitic diseases,infections specific to the perinatal period,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p38,omphalitis of newborn,infections specific to the perinatal period,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p39,other infections specific to the perinatal period,infections specific to the perinatal period,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p50,newborn affected by intrauterine (fetal) blood loss,hemorrhagic and hematological disorders of newborn,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p51,umbilical hemorrhage of newborn,hemorrhagic and hematological disorders of newborn,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p52,intracranial nontraumatic hemorrhage of newborn,hemorrhagic and hematological disorders of newborn,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p53,hemorrhagic disease of newborn,hemorrhagic and hematological disorders of newborn,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p54,other neonatal hemorrhages,hemorrhagic and hematological disorders of newborn,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p55,hemolytic disease of newborn,hemorrhagic and hematological disorders of newborn,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p56,hydrops fetalis due to hemolytic disease,hemorrhagic and hematological disorders of newborn,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p57,kernicterus,hemorrhagic and hematological disorders of newborn,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p58,neonatal jaundice due to other excessive hemolysis,hemorrhagic and hematological disorders of newborn,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p59,neonatal jaundice from other and unspecified causes,hemorrhagic and hematological disorders of newborn,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p60,disseminated intravascular coagulation of newborn,hemorrhagic and hematological disorders of newborn,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p61,other perinatal hematological disorders,hemorrhagic and hematological disorders of newborn,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p70,transitory disorders of carbohydrate metabolism specific to newborn,transitory endocrine and metabolic disorders specific to newborn,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p71,transitory neonatal disorders of calcium and magnesium metabolism,transitory endocrine and metabolic disorders specific to newborn,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p72,other transitory neonatal endocrine disorders,transitory endocrine and metabolic disorders specific to newborn,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p74,other transitory neonatal electrolyte and metabolic disturbances,transitory endocrine and metabolic disorders specific to newborn,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p76,other intestinal obstruction of newborn,digestive system disorders of newborn,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p77,necrotizing enterocolitis of newborn,digestive system disorders of newborn,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p78,other perinatal digestive system disorders,digestive system disorders of newborn,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p80,hypothermia of newborn,conditions involving the integument and temperature regulation of newborn,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p81,other disturbances of temperature regulation of newborn,conditions involving the integument and temperature regulation of newborn,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p83,other conditions of integument specific to newborn,conditions involving the integument and temperature regulation of newborn,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p84,other problems with newborn,other problems with newborn,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p90,convulsions of newborn,other disorders originating in the perinatal period,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p91,other disturbances of cerebral status of newborn,other disorders originating in the perinatal period,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p92,feeding problems of newborn,other disorders originating in the perinatal period,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p93,reactions and intoxications due to drugs administered to newborn,other disorders originating in the perinatal period,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p94,disorders of muscle tone of newborn,other disorders originating in the perinatal period,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p95,stillbirth,other disorders originating in the perinatal period,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
p96,other conditions originating in the perinatal period,other disorders originating in the perinatal period,certain conditions originating in the perinatal period (p00-p96),certain conditions originating in the perinatal period
q00,anencephaly and similar malformations,congenital malformations of the nervous system,"congenital malformations, deformations and chromosomal abnormalities (q00-q99)","congenital malformations, deformations and chromosomal abnormalities"
q01,encephalocele,congenital malformations of the nervous system,"congenital malformations, deformations and chromosomal abnormalities (q00-q99)","congenital malformations, deformations and chromosomal abnormalities"
q02,microcephaly,congenital malformations of the nervous system,"congenital malformations, deformations and chromosomal abnormalities (q00-q99)","congenital malformations, deformations and chromosomal abnormalities"
q03,congenital hydrocephalus,congenital malformations of the nervous system,"congenital malformations, deformations and chromosomal abnormalities (q00-q99)","congenital malformations, deformations and chromosomal abnormalities"
q04,other congenital malformations of brain,congenital malformations of the nervous system,"congenital malformations, deformations and chromosomal abnormalities (q00-q99)","congenital malformations, deformations and chromosomal abnormalities"
q05,spina bifida,congenital malformations of the nervous system,"congenital malformations, deformations and chromosomal abnormalities (q00-q99)","congenital malformations, deformations and chromosomal abnormalities"
q06,other congenital malformations of spinal cord,congenital malformations of the nervous system,"congenital malformations, deformations and chromosomal abnormalities (q00-q99)","congenital malformations, deformations and chromosomal abnormalities"
q07,other congenital malformations of nervous system,congenital malformations of the nervous system,"congenital malformations, deformations and chromosomal abnormalities (q00-q99)","congenital malformations, deformations and chromosomal abnormalities"
