code,description,category,subcategory,commoncat
657,polyhydramnios,"complications of pregnancy, childbirth and the puerperium",normal delivery and other indications for care in pregnancy labour and delivery,"pregnancy, childbirth and the puerperium"
658,other problems associated with amniotic cavity and membranes,"complications of pregnancy, childbirth and the puerperium",normal delivery and other indications for care in pregnancy labour and delivery,"pregnancy, childbirth and the puerperium"
659,other indications for care or intervention related to labour and delivery and not elsewhere classified,"complications of pregnancy, childbirth and the puerperium",normal delivery and other indications for care in pregnancy labour and delivery,"pregnancy, childbirth and the puerperium"
660,obstructed labour,"complications of pregnancy, childbirth and the puerperium",complications occurring mainly in the course of labour and delivery,"pregnancy, childbirth and the puerperium"
661,abnormality of forces of labour,"complications of pregnancy, childbirth and the puerperium",complications occurring mainly in the course of labour and delivery,"pregnancy, childbirth and the puerperium"
662,long labour,"complications of pregnancy, childbirth and the puerperium",complications occurring mainly in the course of labour and delivery,"pregnancy, childbirth and the puerperium"
663,umbilical cord complications,"complications of pregnancy, childbirth and the puerperium",complications occurring mainly in the course of labour and delivery,"pregnancy, childbirth and the puerperium"
664,trauma to perineum and vulva during delivery,"complications of pregnancy, childbirth and the puerperium",complications occurring mainly in the course of labour and delivery,"pregnancy, childbirth and the puerperium"
665,other obstetrical trauma,"complications of pregnancy, childbirth and the puerperium",complications occurring mainly in the course of labour and delivery,"pregnancy, childbirth and the puerperium"
666,postpartum haemorrhage,"complications of pregnancy, childbirth and the puerperium",complications occurring mainly in the course of labour and delivery,"pregnancy, childbirth and the puerperium"
667,"retained placenta or membranes, without haemorrhage","complications of pregnancy, childbirth and the puerperium",complications occurring mainly in the course of labour and delivery,"pregnancy, childbirth and the puerperium"
668,complications of the administration of anaesthetic or other sedation in labour and delivery,"complications of pregnancy, childbirth and the puerperium",complications occurring mainly in the course of labour and delivery,"pregnancy, childbirth and the puerperium"
669,"other complications of labour and delivery, not elsewhere classified","complications of pregnancy, childbirth and the puerperium",complications occurring mainly in the course of labour and delivery,"pregnancy, childbirth and the puerperium"
670,major puerperal infection,"complications of pregnancy, childbirth and the puerperium",complications of the puerperium,"pregnancy, childbirth and the puerperium"
671,venous complications in pregnancy and the puerperium,"complications of pregnancy, childbirth and the puerperium",complications of the puerperium,"pregnancy, childbirth and the puerperium"
672,pyrexia of unknown origin during the puerperium,"complications of pregnancy, childbirth and the puerperium",complications of the puerperium,"pregnancy, childbirth and the puerperium"
673,obstetrical pulmonary embolism,"complications of pregnancy, childbirth and the puerperium",complications of the puerperium,"pregnancy, childbirth and the puerperium"
674,"other and unspecified complications of the puerperium, not elsewhere classified","complications of pregnancy, childbirth and the puerperium",complications of the puerperium,"pregnancy, childbirth and the puerperium"
675,infections of the breast and nipple associated with childbirth,"complications of pregnancy, childbirth and the puerperium",complications of the puerperium,"pregnancy, childbirth and the puerperium"
676,"other disorders of the breast associated with childbirth, and disorders of lactation","complications of pregnancy, childbirth and the puerperium",complications of the puerperium,"pregnancy, childbirth and the puerperium"
680,carbuncle and furuncle,diseases of the skin and subcutaneous tissues,infections of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue
681,cellulitis and abscess of finger and toe,diseases of the skin and subcutaneous tissues,infections of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue
682,other cellulitis and abscess,diseases of the skin and subcutaneous tissues,infections of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue
683,acute lymphadenitis,diseases of the skin and subcutaneous tissues,infections of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue
684,impetigo,diseases of the skin and subcutaneous tissues,infections of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue
685,pilonidal cyst,diseases of the skin and subcutaneous tissues,infections of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue
686,other local infections of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissues,infections of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue
690,erythematosquamous dermatosis,diseases of the skin and subcutaneous tissues,other inflammatory conditions of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue
691,atopic dermatitis and related conditions,diseases of the skin and subcutaneous tissues,other inflammatory conditions of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue
692,contact dermatitis and other eczema,diseases of the skin and subcutaneous tissues,other inflammatory conditions of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue
693,dermatitis due to substances taken internally,diseases of the skin and subcutaneous tissues,other inflammatory conditions of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue
694,bullous dermatoses,diseases of the skin and subcutaneous tissues,other inflammatory conditions of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue
695,erythematous conditions,diseases of the skin and subcutaneous tissues,other inflammatory conditions of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue
696,psoriasis and similar disorders,diseases of the skin and subcutaneous tissues,other inflammatory conditions of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue
697,lichen,diseases of the skin and subcutaneous tissues,other inflammatory conditions of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue
698,pruritis and related conditions,diseases of the skin and subcutaneous tissues,other inflammatory conditions of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue
700,corns and callosities,diseases of the skin and subcutaneous tissues,other diseases of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue
701,other hypertrophic and atrophic conditions of skin,diseases of the skin and subcutaneous tissues,other diseases of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue
702,other dermatoses,diseases of the skin and subcutaneous tissues,other diseases of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue
703,diseases of nail,diseases of the skin and subcutaneous tissues,other diseases of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue
704,diseases of hair and hair follicles,diseases of the skin and subcutaneous tissues,other diseases of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue
705,disorders of sweat glands,diseases of the skin and subcutaneous tissues,other diseases of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue
706,diseases of sebaceous glands,diseases of the skin and subcutaneous tissues,other diseases of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue
707,chronic ulcer of skin,diseases of the skin and subcutaneous tissues,other diseases of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue
708,urticaria,diseases of the skin and subcutaneous tissues,other diseases of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue
709,other disorders of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissues,other diseases of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue
710,diffuse diseases of connective tissue,diseases of the muskuloskeletal system and connective tissue,arthropathies and related disorders,diseases of the musculoskeletal system and connective tissue
711,arthropathy associated with infections,diseases of the muskuloskeletal system and connective tissue,arthropathies and related disorders,diseases of the musculoskeletal system and connective tissue
712,crystal arthropathies,diseases of the muskuloskeletal system and connective tissue,arthropathies and related disorders,diseases of the musculoskeletal system and connective tissue
713,arthropathy associated with other disorders classified elsewhere,diseases of the muskuloskeletal system and connective tissue,arthropathies and related disorders,diseases of the musculoskeletal system and connective tissue
714,rheumatoid arthritis and other inflammatory polyarthropathies,diseases of the muskuloskeletal system and connective tissue,arthropathies and related disorders,diseases of the musculoskeletal system and connective tissue
715,osteoarthrosis and allied disorders,diseases of the muskuloskeletal system and connective tissue,arthropathies and related disorders,diseases of the musculoskeletal system and connective tissue
716,other and unspecified arthropathies,diseases of the muskuloskeletal system and connective tissue,arthropathies and related disorders,diseases of the musculoskeletal system and connective tissue
717,internal derangement of knee,diseases of the muskuloskeletal system and connective tissue,arthropathies and related disorders,diseases of the musculoskeletal system and connective tissue
718,other derangement of joint,diseases of the muskuloskeletal system and connective tissue,arthropathies and related disorders,diseases of the musculoskeletal system and connective tissue
719,other and unspecified disorder of joint,diseases of the muskuloskeletal system and connective tissue,arthropathies and related disorders,diseases of the musculoskeletal system and connective tissue
720,ankylosing spondylitis and other inflammatory spondylopathies,diseases of the muskuloskeletal system and connective tissue,dorsopathies,diseases of the musculoskeletal system and connective tissue
721,spondylosis and allied disorders,diseases of the muskuloskeletal system and connective tissue,dorsopathies,diseases of the musculoskeletal system and connective tissue
722,intervertebral disc disorders,diseases of the muskuloskeletal system and connective tissue,dorsopathies,diseases of the musculoskeletal system and connective tissue
723,other disorders of cervical region,diseases of the muskuloskeletal system and connective tissue,dorsopathies,diseases of the musculoskeletal system and connective tissue
724,other and unspecified disorders of back,diseases of the muskuloskeletal system and connective tissue,dorsopathies,diseases of the musculoskeletal system and connective tissue
725,polymyalgia rheumatica,diseases of the muskuloskeletal system and connective tissue,"rheumatism, excluding the back",diseases of the musculoskeletal system and connective tissue
726,peripheral enthesopathies and allied syndromes,diseases of the muskuloskeletal system and connective tissue,"rheumatism, excluding the back",diseases of the musculoskeletal system and connective tissue
727,"other disorders of synovium, tendon and bursa",diseases of the muskuloskeletal system and connective tissue,"rheumatism, excluding the back",diseases of the musculoskeletal system and connective tissue
728,"disorders of muscle, ligament and fascia",diseases of the muskuloskeletal system and connective tissue,"rheumatism, excluding the back",diseases of the musculoskeletal system and connective tissue
729,other disorders of soft tissues,diseases of the muskuloskeletal system and connective tissue,"rheumatism, excluding the back",diseases of the musculoskeletal system and connective tissue
730,"osteomyelitis, periostitis and other infections involving bone",diseases of the muskuloskeletal system and connective tissue,"osteopathies, chondropathies and ac quired musculoskeletal deformities",diseases of the musculoskeletal system and connective tissue
731,osteitis deformans and osteopathies associated with other disorders classified elsewhere,diseases of the muskuloskeletal system and connective tissue,"osteopathies, chondropathies and ac quired musculoskeletal deformities",diseases of the musculoskeletal system and connective tissue
732,osteochondropathies,diseases of the muskuloskeletal system and connective tissue,"osteopathies, chondropathies and ac quired musculoskeletal deformities",diseases of the musculoskeletal system and connective tissue
733,other disorders of bone and cartilage,diseases of the muskuloskeletal system and connective tissue,"osteopathies, chondropathies and ac quired musculoskeletal deformities",diseases of the musculoskeletal system and connective tissue
734,flat foot,diseases of the muskuloskeletal system and connective tissue,"osteopathies, chondropathies and ac quired musculoskeletal deformities",diseases of the musculoskeletal system and connective tissue
735,acquired deformities of toe,diseases of the muskuloskeletal system and connective tissue,"osteopathies, chondropathies and ac quired musculoskeletal deformities",diseases of the musculoskeletal system and connective tissue
736,other acquired deformities of limbs,diseases of the muskuloskeletal system and connective tissue,"osteopathies, chondropathies and ac quired musculoskeletal deformities",diseases of the musculoskeletal system and connective tissue
737,curvature of spine,diseases of the muskuloskeletal system and connective tissue,"osteopathies, chondropathies and ac quired musculoskeletal deformities",diseases of the musculoskeletal system and connective tissue
738,other acquired deformity,diseases of the muskuloskeletal system and connective tissue,"osteopathies, chondropathies and ac quired musculoskeletal deformities",diseases of the musculoskeletal system and connective tissue
739,"nonallopathic lesions, not elsewhere classified",diseases of the muskuloskeletal system and connective tissue,"osteopathies, chondropathies and ac quired musculoskeletal deformities",diseases of the musculoskeletal system and connective tissue
740,anencephalus and similar anomalies,congenital anomalies,congenital anomalies,"congenital malformations, deformations and chromosomal abnormalities"
741,spina bifida,congenital anomalies,congenital anomalies,"congenital malformations, deformations and chromosomal abnormalities"
742,other congenital anomalies of nervous system,congenital anomalies,congenital anomalies,"congenital malformations, deformations and chromosomal abnormalities"
743,congenital anomalies of eye,congenital anomalies,congenital anomalies,"congenital malformations, deformations and chromosomal abnormalities"
744,"congenital anomalies of ear, face and neck",congenital anomalies,congenital anomalies,"congenital malformations, deformations and chromosomal abnormalities"
745,bulbus cordis anomalies and anomalies of cardiac septal closure,congenital anomalies,congenital anomalies,"congenital malformations, deformations and chromosomal abnormalities"
746,other congenital anomalies of heart,congenital anomalies,congenital anomalies,"congenital malformations, deformations and chromosomal abnormalities"
747,other congenital anomalies of circulatory system,congenital anomalies,congenital anomalies,"congenital malformations, deformations and chromosomal abnormalities"
748,congenital anomalies of respiratory system,congenital anomalies,congenital anomalies,"congenital malformations, deformations and chromosomal abnormalities"
749,cleft palate and cleft lip,congenital anomalies,congenital anomalies,"congenital malformations, deformations and chromosomal abnormalities"
750,other congenital anomalies of upper alimentary tract,congenital anomalies,congenital anomalies,"congenital malformations, deformations and chromosomal abnormalities"
751,other congenital anomalies of digestive system,congenital anomalies,congenital anomalies,"congenital malformations, deformations and chromosomal abnormalities"
752,congenital anomalies of genital organs,congenital anomalies,congenital anomalies,"congenital malformations, deformations and chromosomal abnormalities"
753,congenital anomalies of urinary system,congenital anomalies,congenital anomalies,"congenital malformations, deformations and chromosomal abnormalities"
754,certain congenital musculoskeletal deformities,congenital anomalies,congenital anomalies,"congenital malformations, deformations and chromosomal abnormalities"
755,other congenital anomalies of limbs,congenital anomalies,congenital anomalies,"congenital malformations, deformations and chromosomal abnormalities"
756,other congenital musculoskeletal anomalies,congenital anomalies,congenital anomalies,"congenital malformations, deformations and chromosomal abnormalities"
757,congenital anomalies of the integument,congenital anomalies,congenital anomalies,"congenital malformations, deformations and chromosomal abnormalities"
758,chromosomal anomalies,congenital anomalies,congenital anomalies,"congenital malformations, deformations and chromosomal abnormalities"
759,other and unspecified congenital anomalies,congenital anomalies,congenital anomalies,"congenital malformations, deformations and chromosomal abnormalities"
760,fetus or newborn affected by maternal conditions which may be unrelated to present pregnancy,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period
761,fetus or newborn affected by maternal complications of pregnancy,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period
762,"fetus or newborn affected by complications of placenta, cord and membranes",certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period
763,fetus or newborn affected by other complications of labour and delivery,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period
764,slow fetal growth and fetal malnutrition,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period
765,disorders relating to short gestation and unspecified low birthweight,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period
766,disorders relating to long gestation and high birthweight,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period
767,birth trauma,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period
768,intrauterine hypoxia and birth asphyxia,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period
769,respiratory distress syndrome,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period
770,other respiratory conditions of fetus and newborn,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period
771,infections specific to the perinatal period,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period
772,fetal and neonatal haemorrhage,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period
773,"haemolytic disease of fetus or newborn, due to isoimmunization",certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period
774,other perinatal jaundice,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period
775,endocrine and metabolic disturbances specific to the fetus and newborn,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period
776,haematological disorders of fetus and newborn,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period
777,perinatal disorders of digestive system,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period
778,conditions involving the integument and temperature regulation of fetus and newborn,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period
779,other and ill-defined conditions originating in the perinatal period,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period
780,general symptoms,"symptoms, signs and ill-defined conditions",symptoms,"symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
781,symptoms involving nervous and musculoskeletal systems,"symptoms, signs and ill-defined conditions",symptoms,"symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
782,symptoms involving skin and other integumentary tissue,"symptoms, signs and ill-defined conditions",symptoms,"symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
783,"symptoms concerning nutrition, metabolism and development","symptoms, signs and ill-defined conditions",symptoms,"symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
784,symptoms involving head and neck,"symptoms, signs and ill-defined conditions",symptoms,"symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
785,symptoms involving cardiovascular system,"symptoms, signs and ill-defined conditions",symptoms,"symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
786,symptoms involving respiratory system and other chest symptoms,"symptoms, signs and ill-defined conditions",symptoms,"symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
787,symptoms involving digestive system,"symptoms, signs and ill-defined conditions",symptoms,"symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
788,symptoms involving urinary system,"symptoms, signs and ill-defined conditions",symptoms,"symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
789,other symptoms involving abdomen and pelvis,"symptoms, signs and ill-defined conditions",symptoms,"symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
790,nonspecific findings on examination of blood,"symptoms, signs and ill-defined conditions",non-specific abnormal findings,"symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
791,nonspecific findings on examination of urine,"symptoms, signs and ill-defined conditions",non-specific abnormal findings,"symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
792,nonspecific abnormal findings in other body substances,"symptoms, signs and ill-defined conditions",non-specific abnormal findings,"symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
793,nonspecific abnormal findings on radiological and other examination of body structure,"symptoms, signs and ill-defined conditions",non-specific abnormal findings,"symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
794,nonspecific abnormal results of function studies,"symptoms, signs and ill-defined conditions",non-specific abnormal findings,"symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
795,nonspecific abnormal histological and immunological findings,"symptoms, signs and ill-defined conditions",non-specific abnormal findings,"symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
796,other nonspecific abnormal findings,"symptoms, signs and ill-defined conditions",non-specific abnormal findings,"symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
797,senility without mention of psychosis,"symptoms, signs and ill-defined conditions",ill-defined and unknown causes of morbidity and mortality,"symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
798,"sudden death, cause unknown","symptoms, signs and ill-defined conditions",ill-defined and unknown causes of morbidity and mortality,"symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
799,other ill-defined and unknown causes of morbidity and mortality,"symptoms, signs and ill-defined conditions",ill-defined and unknown causes of morbidity and mortality,"symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
800,fracture of vault of skull,injury and poisoning,fracture of skull,"injury, poisoning and certain other consequences of external causes"
801,fracture of base of skull,injury and poisoning,fracture of skull,"injury, poisoning and certain other consequences of external causes"
802,fracture of face bones,injury and poisoning,fracture of skull,"injury, poisoning and certain other consequences of external causes"
803,other and unqualified skull fractures,injury and poisoning,fracture of skull,"injury, poisoning and certain other consequences of external causes"
804,multiple fractures involving skull or face with other bones,injury and poisoning,fracture of skull,"injury, poisoning and certain other consequences of external causes"
805,fracture of vertebral column without mention of spinal cord lesion,injury and poisoning,fracture of spine and trunk,"injury, poisoning and certain other consequences of external causes"
806,fracture of vertebral column with spinal cord lesion,injury and poisoning,fracture of spine and trunk,"injury, poisoning and certain other consequences of external causes"
807,"fracture of rib(s), sternum, larynx and trachea",injury and poisoning,fracture of spine and trunk,"injury, poisoning and certain other consequences of external causes"
808,fracture of pelvis,injury and poisoning,fracture of spine and trunk,"injury, poisoning and certain other consequences of external causes"
809,ill-defined fractures of trunk,injury and poisoning,fracture of spine and trunk,"injury, poisoning and certain other consequences of external causes"
810,fracture of clavicle,injury and poisoning,fracture of upper limb,"injury, poisoning and certain other consequences of external causes"
811,fracture of scapula,injury and poisoning,fracture of upper limb,"injury, poisoning and certain other consequences of external causes"
812,fracture of humerus,injury and poisoning,fracture of upper limb,"injury, poisoning and certain other consequences of external causes"
813,fracture of radius and ulna,injury and poisoning,fracture of upper limb,"injury, poisoning and certain other consequences of external causes"
814,fracture of carpal bone(s),injury and poisoning,fracture of upper limb,"injury, poisoning and certain other consequences of external causes"
815,fracture of metacarpal bone(s),injury and poisoning,fracture of upper limb,"injury, poisoning and certain other consequences of external causes"
816,fracture of one or more phalanges of hand,injury and poisoning,fracture of upper limb,"injury, poisoning and certain other consequences of external causes"
817,multiple fractures of hand bones,injury and poisoning,fracture of upper limb,"injury, poisoning and certain other consequences of external causes"
818,ill-defined fractures of upper limb,injury and poisoning,fracture of upper limb,"injury, poisoning and certain other consequences of external causes"
819,"multiple fractures involving both upper limbs, and upper limb",injury and poisoning,fracture of upper limb,"injury, poisoning and certain other consequences of external causes"
820,fracture of neck of femur,injury and poisoning,fracture of lower limb,"injury, poisoning and certain other consequences of external causes"
821,fracture of other and unspecified parts of femur,injury and poisoning,fracture of lower limb,"injury, poisoning and certain other consequences of external causes"
822,fracture of patella,injury and poisoning,fracture of lower limb,"injury, poisoning and certain other consequences of external causes"
823,fracture of tibia and fibula,injury and poisoning,fracture of lower limb,"injury, poisoning and certain other consequences of external causes"
824,fracture of ankle,injury and poisoning,fracture of lower limb,"injury, poisoning and certain other consequences of external causes"
825,fracture of one or more tarsal and metatarsal bones,injury and poisoning,fracture of lower limb,"injury, poisoning and certain other consequences of external causes"
826,fracture of one or more phalanges of foot,injury and poisoning,fracture of lower limb,"injury, poisoning and certain other consequences of external causes"
827,"other, multiple and ill-defined fractures of lower limb",injury and poisoning,fracture of lower limb,"injury, poisoning and certain other consequences of external causes"
828,"multiple fractures involving both lower limbs, lower with upper limb, and lower limb(s) with rib(s) and sternum",injury and poisoning,fracture of lower limb,"injury, poisoning and certain other consequences of external causes"
829,fracture of unspecified bones,injury and poisoning,fracture of lower limb,"injury, poisoning and certain other consequences of external causes"
830,dislocation of jaw,injury and poisoning,dislocation,"injury, poisoning and certain other consequences of external causes"
831,dislocation of shoulder,injury and poisoning,dislocation,"injury, poisoning and certain other consequences of external causes"
832,dislocation of elbow,injury and poisoning,dislocation,"injury, poisoning and certain other consequences of external causes"
833,dislocation of wrist,injury and poisoning,dislocation,"injury, poisoning and certain other consequences of external causes"
834,dislocation of finger,injury and poisoning,dislocation,"injury, poisoning and certain other consequences of external causes"
835,dislocation of hip,injury and poisoning,dislocation,"injury, poisoning and certain other consequences of external causes"
836,dislocation of knee,injury and poisoning,dislocation,"injury, poisoning and certain other consequences of external causes"
837,dislocation of ankle,injury and poisoning,dislocation,"injury, poisoning and certain other consequences of external causes"
838,dislocation of foot,injury and poisoning,dislocation,"injury, poisoning and certain other consequences of external causes"
839,"other, multiple and ill-defined dislocations",injury and poisoning,dislocation,"injury, poisoning and certain other consequences of external causes"
840,sprains and strains of shoulder and upper arm,injury and poisoning,sprains and strains of joints and adjacent muscles,"injury, poisoning and certain other consequences of external causes"
841,sprains and strains of elbow and forearm,injury and poisoning,sprains and strains of joints and adjacent muscles,"injury, poisoning and certain other consequences of external causes"
842,sprains and strains of wrist and hand,injury and poisoning,sprains and strains of joints and adjacent muscles,"injury, poisoning and certain other consequences of external causes"
843,sprains and strains of hip and thigh,injury and poisoning,sprains and strains of joints and adjacent muscles,"injury, poisoning and certain other consequences of external causes"
844,sprains and strains of knee and leg,injury and poisoning,sprains and strains of joints and adjacent muscles,"injury, poisoning and certain other consequences of external causes"
845,sprains and strains of ankle and foot,injury and poisoning,sprains and strains of joints and adjacent muscles,"injury, poisoning and certain other consequences of external causes"
846,sprains and strains of sacroiliac region,injury and poisoning,sprains and strains of joints and adjacent muscles,"injury, poisoning and certain other consequences of external causes"
847,sprains and strains of other and unspecified parts of back,injury and poisoning,sprains and strains of joints and adjacent muscles,"injury, poisoning and certain other consequences of external causes"
848,other and ill-defined sprains and strains,injury and poisoning,sprains and strains of joints and adjacent muscles,"injury, poisoning and certain other consequences of external causes"
850,concussion,injury and poisoning,intracranial injury excluding those with skull fractures,"injury, poisoning and certain other consequences of external causes"
851,cerebral laceration and contusion,injury and poisoning,intracranial injury excluding those with skull fractures,"injury, poisoning and certain other consequences of external causes"
852,"subarachnoid, subdural and extradural haemorrhage, following injury",injury and poisoning,intracranial injury excluding those with skull fractures,"injury, poisoning and certain other consequences of external causes"
853,other and unspecified intracranial haemorrhage following injury,injury and poisoning,intracranial injury excluding those with skull fractures,"injury, poisoning and certain other consequences of external causes"
854,intracranial injury of other and unspecified nature,injury and poisoning,intracranial injury excluding those with skull fractures,"injury, poisoning and certain other consequences of external causes"
860,traumatic pneumothorax and haemothorax,injury and poisoning,"internal injury of chest, abdoment and pelvis","injury, poisoning and certain other consequences of external causes"
861,injury to heart and lung,injury and poisoning,"internal injury of chest, abdoment and pelvis","injury, poisoning and certain other consequences of external causes"
862,injury to other and unspecified intrathoracic organs,injury and poisoning,"internal injury of chest, abdoment and pelvis","injury, poisoning and certain other consequences of external causes"
863,injury to gastrointestinal tract,injury and poisoning,"internal injury of chest, abdoment and pelvis","injury, poisoning and certain other consequences of external causes"
864,injury to liver,injury and poisoning,"internal injury of chest, abdoment and pelvis","injury, poisoning and certain other consequences of external causes"
865,injury to spleen,injury and poisoning,"internal injury of chest, abdoment and pelvis","injury, poisoning and certain other consequences of external causes"
866,injury to kidney,injury and poisoning,"internal injury of chest, abdoment and pelvis","injury, poisoning and certain other consequences of external causes"
867,injury to pelvic organs,injury and poisoning,"internal injury of chest, abdoment and pelvis","injury, poisoning and certain other consequences of external causes"
868,injury to other intraabdominal organs,injury and poisoning,"internal injury of chest, abdoment and pelvis","injury, poisoning and certain other consequences of external causes"
869,internal injury to unspecified or ill-defined organs,injury and poisoning,"internal injury of chest, abdoment and pelvis","injury, poisoning and certain other consequences of external causes"
870,open wound of ocular adnexa,injury and poisoning,"open wound of head, neck and trunk","injury, poisoning and certain other consequences of external causes"
871,open wound of eyeball,injury and poisoning,"open wound of head, neck and trunk","injury, poisoning and certain other consequences of external causes"
872,open wound of ear,injury and poisoning,"open wound of head, neck and trunk","injury, poisoning and certain other consequences of external causes"
873,other open wound of head,injury and poisoning,"open wound of head, neck and trunk","injury, poisoning and certain other consequences of external causes"
874,open wound of neck,injury and poisoning,"open wound of head, neck and trunk","injury, poisoning and certain other consequences of external causes"
875,open wound of chest (wall),injury and poisoning,"open wound of head, neck and trunk","injury, poisoning and certain other consequences of external causes"
876,open wound of back,injury and poisoning,"open wound of head, neck and trunk","injury, poisoning and certain other consequences of external causes"
877,open wound of buttuck,injury and poisoning,"open wound of head, neck and trunk","injury, poisoning and certain other consequences of external causes"
878,"open wound of genital organs (external), including traumatic amputation",injury and poisoning,"open wound of head, neck and trunk","injury, poisoning and certain other consequences of external causes"
879,"open wound of other and unspecified sites, except limbs",injury and poisoning,"open wound of head, neck and trunk","injury, poisoning and certain other consequences of external causes"
880,open wound of shoulder and upper arm,injury and poisoning,open wounds of upper limb,"injury, poisoning and certain other consequences of external causes"
881,"open wound of elbow, forearm and wrist",injury and poisoning,open wounds of upper limb,"injury, poisoning and certain other consequences of external causes"
882,open wound of hand except finger(s) alone,injury and poisoning,open wounds of upper limb,"injury, poisoning and certain other consequences of external causes"
883,open wound of finger(s),injury and poisoning,open wounds of upper limb,"injury, poisoning and certain other consequences of external causes"
884,multiple and unspecified open wound of upper limb,injury and poisoning,open wounds of upper limb,"injury, poisoning and certain other consequences of external causes"
885,traumatic amputation of thumb (complete) (partial),injury and poisoning,open wounds of upper limb,"injury, poisoning and certain other consequences of external causes"
886,traumatic amputation of other finger(s) (complete) (partial),injury and poisoning,open wounds of upper limb,"injury, poisoning and certain other consequences of external causes"
