code,description,category,subcategory,commoncat,description_clean,icd10subcategory,MatchStage,MatchedBDescription
675,infections of the breast and nipple associated with childbirth,"complications of pregnancy, childbirth and the puerperium",complications of the puerperium,"pregnancy, childbirth and the puerperium",infections of the breast and nipple associated with childbirth,complications predominantly related to the puerperium,subcategory,
676,"other disorders of the breast associated with childbirth, and disorders of lactation","complications of pregnancy, childbirth and the puerperium",complications of the puerperium,"pregnancy, childbirth and the puerperium",other disorders of the breast associated with childbirth and disorders of lactation,complications predominantly related to the puerperium,subcategory,
680,carbuncle and furuncle,diseases of the skin and subcutaneous tissues,infections of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue,carbuncle and furuncle,infections of the skin and subcutaneous tissue,subcategory,
681,cellulitis and abscess of finger and toe,diseases of the skin and subcutaneous tissues,infections of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue,cellulitis and abscess of finger and toe,infections of the skin and subcutaneous tissue,subcategory,
682,other cellulitis and abscess,diseases of the skin and subcutaneous tissues,infections of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue,other cellulitis and abscess,infections of the skin and subcutaneous tissue,subcategory,
683,acute lymphadenitis,diseases of the skin and subcutaneous tissues,infections of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue,acute lymphadenitis,infections of the skin and subcutaneous tissue,subcategory,
684,impetigo,diseases of the skin and subcutaneous tissues,infections of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue,impetigo,infections of the skin and subcutaneous tissue,subcategory,
685,pilonidal cyst,diseases of the skin and subcutaneous tissues,infections of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue,pilonidal cyst,infections of the skin and subcutaneous tissue,subcategory,
686,other local infections of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissues,infections of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue,other local infections of skin and subcutaneous tissue,infections of the skin and subcutaneous tissue,subcategory,
690,erythematosquamous dermatosis,diseases of the skin and subcutaneous tissues,other inflammatory conditions of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue,erythematosquamous dermatosis,papulosquamous disorders,skipped_subcategory,other papulosquamous disorders
691,atopic dermatitis and related conditions,diseases of the skin and subcutaneous tissues,other inflammatory conditions of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue,atopic dermatitis and related conditions,dermatitis and eczema,skipped_subcategory,atopic dermatitis
692,contact dermatitis and other eczema,diseases of the skin and subcutaneous tissues,other inflammatory conditions of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue,contact dermatitis and other eczema,dermatitis and eczema,skipped_subcategory,allergic contact dermatitis
693,dermatitis due to substances taken internally,diseases of the skin and subcutaneous tissues,other inflammatory conditions of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue,dermatitis due to substances taken internally,dermatitis and eczema,skipped_subcategory,dermatitis due to substances taken internally
694,bullous dermatoses,diseases of the skin and subcutaneous tissues,other inflammatory conditions of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue,bullous dermatoses,,skipped_subcategory,
695,erythematous conditions,diseases of the skin and subcutaneous tissues,other inflammatory conditions of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue,erythematous conditions,urticaria and erythema,skipped_subcategory,exfoliation due to erythematous conditions according to extent of body surface involved
696,psoriasis and similar disorders,diseases of the skin and subcutaneous tissues,other inflammatory conditions of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue,psoriasis and similar disorders,papulosquamous disorders,skipped_subcategory,psoriasis
697,lichen,diseases of the skin and subcutaneous tissues,other inflammatory conditions of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue,lichen,dermatitis and eczema,skipped_subcategory,lichen simplex chronicus and prurigo
698,pruritis and related conditions,diseases of the skin and subcutaneous tissues,other inflammatory conditions of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue,pruritis and related conditions,,skipped_subcategory,
700,corns and callosities,diseases of the skin and subcutaneous tissues,other diseases of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue,corns and callosities,other disorders of the skin and subcutaneous tissue,skipped_subcategory,corns and callosities
701,other hypertrophic and atrophic conditions of skin,diseases of the skin and subcutaneous tissues,other diseases of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue,other hypertrophic and atrophic conditions of skin,,skipped_subcategory,
702,other dermatoses,diseases of the skin and subcutaneous tissues,other diseases of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue,other dermatoses,,skipped_subcategory,
703,diseases of nail,diseases of the skin and subcutaneous tissues,other diseases of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue,diseases of nail,disorders of skin appendages,skipped_subcategory,nail disorders in diseases classified elsewhere
704,diseases of hair and hair follicles,diseases of the skin and subcutaneous tissues,other diseases of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue,diseases of hair and hair follicles,,skipped_subcategory,
705,disorders of sweat glands,diseases of the skin and subcutaneous tissues,other diseases of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue,disorders of sweat glands,,skipped_subcategory,
706,diseases of sebaceous glands,diseases of the skin and subcutaneous tissues,other diseases of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue,diseases of sebaceous glands,,skipped_subcategory,
707,chronic ulcer of skin,diseases of the skin and subcutaneous tissues,other diseases of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue,chronic ulcer of skin,other disorders of the skin and subcutaneous tissue,skipped_subcategory,"non-pressure chronic ulcer of lower limb, nec"
708,urticaria,diseases of the skin and subcutaneous tissues,other diseases of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue,urticaria,urticaria and erythema,skipped_subcategory,urticaria
709,other disorders of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissues,other diseases of skin and subcutaneous tissue,diseases of the skin and subcutaneous tissue,other disorders of skin and subcutaneous tissue,radiation-related disorders of the skin and subcutaneous tissue,skipped_subcategory,other disorders of skin and subcutaneous tissue related to radiation
710,diffuse diseases of connective tissue,diseases of the muskuloskeletal system and connective tissue,arthropathies and related disorders,diseases of the musculoskeletal system and connective tissue,diffuse diseases of connective tissue,systemic connective tissue disorders,skipped_subcategory,systemic disorders of connective tissue in diseases classified elsewhere
711,arthropathy associated with infections,diseases of the muskuloskeletal system and connective tissue,arthropathies and related disorders,diseases of the musculoskeletal system and connective tissue,arthropathy associated with infections,,skipped_subcategory,
712,crystal arthropathies,diseases of the muskuloskeletal system and connective tissue,arthropathies and related disorders,diseases of the musculoskeletal system and connective tissue,crystal arthropathies,inflammatory polyarthropathies,skipped_subcategory,other crystal arthropathies
713,arthropathy associated with other disorders classified elsewhere,diseases of the muskuloskeletal system and connective tissue,arthropathies and related disorders,diseases of the musculoskeletal system and connective tissue,arthropathy associated with other disorders classified elsewhere,,skipped_subcategory,
714,rheumatoid arthritis and other inflammatory polyarthropathies,diseases of the muskuloskeletal system and connective tissue,arthropathies and related disorders,diseases of the musculoskeletal system and connective tissue,rheumatoid arthritis and other inflammatory polyarthropathies,inflammatory polyarthropathies,skipped_subcategory,other rheumatoid arthritis
715,osteoarthrosis and allied disorders,diseases of the muskuloskeletal system and connective tissue,arthropathies and related disorders,diseases of the musculoskeletal system and connective tissue,osteoarthrosis and allied disorders,,skipped_subcategory,
716,other and unspecified arthropathies,diseases of the muskuloskeletal system and connective tissue,arthropathies and related disorders,diseases of the musculoskeletal system and connective tissue,other and unspecified arthropathies,inflammatory polyarthropathies,skipped_subcategory,other and unspecified arthropathy
717,internal derangement of knee,diseases of the muskuloskeletal system and connective tissue,arthropathies and related disorders,diseases of the musculoskeletal system and connective tissue,internal derangement of knee,other joint disorders,skipped_subcategory,internal derangement of knee
718,other derangement of joint,diseases of the muskuloskeletal system and connective tissue,arthropathies and related disorders,diseases of the musculoskeletal system and connective tissue,other derangement of joint,other joint disorders,skipped_subcategory,other specific joint derangements
719,other and unspecified disorder of joint,diseases of the muskuloskeletal system and connective tissue,arthropathies and related disorders,diseases of the musculoskeletal system and connective tissue,other and unspecified disorder of joint,other joint disorders,skipped_subcategory,"other joint disorder, nec"
720,ankylosing spondylitis and other inflammatory spondylopathies,diseases of the muskuloskeletal system and connective tissue,dorsopathies,diseases of the musculoskeletal system and connective tissue,ankylosing spondylitis and other inflammatory spondylopathies,deforming dorsopathies,subcategory,
721,spondylosis and allied disorders,diseases of the muskuloskeletal system and connective tissue,dorsopathies,diseases of the musculoskeletal system and connective tissue,spondylosis and allied disorders,deforming dorsopathies,subcategory,
722,intervertebral disc disorders,diseases of the muskuloskeletal system and connective tissue,dorsopathies,diseases of the musculoskeletal system and connective tissue,intervertebral disc disorders,deforming dorsopathies,subcategory,
723,other disorders of cervical region,diseases of the muskuloskeletal system and connective tissue,dorsopathies,diseases of the musculoskeletal system and connective tissue,other disorders of cervical region,deforming dorsopathies,subcategory,
724,other and unspecified disorders of back,diseases of the muskuloskeletal system and connective tissue,dorsopathies,diseases of the musculoskeletal system and connective tissue,other and unspecified disorders of back,deforming dorsopathies,subcategory,
725,polymyalgia rheumatica,diseases of the muskuloskeletal system and connective tissue,"rheumatism, excluding the back",diseases of the musculoskeletal system and connective tissue,polymyalgia rheumatica,,skipped_subcategory,
726,peripheral enthesopathies and allied syndromes,diseases of the muskuloskeletal system and connective tissue,"rheumatism, excluding the back",diseases of the musculoskeletal system and connective tissue,peripheral enthesopathies and allied syndromes,other soft tissue disorders,skipped_subcategory,other enthesopathies
727,"other disorders of synovium, tendon and bursa",diseases of the muskuloskeletal system and connective tissue,"rheumatism, excluding the back",diseases of the musculoskeletal system and connective tissue,other disorders of synovium tendon and bursa,disorders of synovium and tendon,skipped_subcategory,other disorders of synovium and tendon
728,"disorders of muscle, ligament and fascia",diseases of the muskuloskeletal system and connective tissue,"rheumatism, excluding the back",diseases of the musculoskeletal system and connective tissue,disorders of muscle ligament and fascia,disorders of muscles,skipped_subcategory,other disorders of muscle
729,other disorders of soft tissues,diseases of the muskuloskeletal system and connective tissue,"rheumatism, excluding the back",diseases of the musculoskeletal system and connective tissue,other disorders of soft tissues,,skipped_subcategory,
730,"osteomyelitis, periostitis and other infections involving bone",diseases of the muskuloskeletal system and connective tissue,"osteopathies, chondropathies and ac quired musculoskeletal deformities",diseases of the musculoskeletal system and connective tissue,osteomyelitis periostitis and other infections involving bone,other osteopathies,skipped_subcategory,osteomyelitis
731,osteitis deformans and osteopathies associated with other disorders classified elsewhere,diseases of the muskuloskeletal system and connective tissue,"osteopathies, chondropathies and ac quired musculoskeletal deformities",diseases of the musculoskeletal system and connective tissue,osteitis deformans and osteopathies associated with other disorders classified elsewhere,other osteopathies,skipped_subcategory,osteopathies in diseases classified elsewhere
732,osteochondropathies,diseases of the muskuloskeletal system and connective tissue,"osteopathies, chondropathies and ac quired musculoskeletal deformities",diseases of the musculoskeletal system and connective tissue,osteochondropathies,chondropathies,skipped_subcategory,other osteochondropathies
733,other disorders of bone and cartilage,diseases of the muskuloskeletal system and connective tissue,"osteopathies, chondropathies and ac quired musculoskeletal deformities",diseases of the musculoskeletal system and connective tissue,other disorders of bone and cartilage,other osteopathies,skipped_subcategory,other disorders of bone
734,flat foot,diseases of the muskuloskeletal system and connective tissue,"osteopathies, chondropathies and ac quired musculoskeletal deformities",diseases of the musculoskeletal system and connective tissue,flat foot,other soft tissue disorders,skipped_subcategory,"enthesopathies, lower limb, excluding foot"
735,acquired deformities of toe,diseases of the muskuloskeletal system and connective tissue,"osteopathies, chondropathies and ac quired musculoskeletal deformities",diseases of the musculoskeletal system and connective tissue,acquired deformities of toe,other joint disorders,skipped_subcategory,acquired deformities of fingers and toes
736,other acquired deformities of limbs,diseases of the muskuloskeletal system and connective tissue,"osteopathies, chondropathies and ac quired musculoskeletal deformities",diseases of the musculoskeletal system and connective tissue,other acquired deformities of limbs,other joint disorders,skipped_subcategory,other acquired deformities of limbs
737,curvature of spine,diseases of the muskuloskeletal system and connective tissue,"osteopathies, chondropathies and ac quired musculoskeletal deformities",diseases of the musculoskeletal system and connective tissue,curvature of spine,,skipped_subcategory,
738,other acquired deformity,diseases of the muskuloskeletal system and connective tissue,"osteopathies, chondropathies and ac quired musculoskeletal deformities",diseases of the musculoskeletal system and connective tissue,other acquired deformity,other joint disorders,skipped_subcategory,other acquired deformities of limbs
739,"nonallopathic lesions, not elsewhere classified",diseases of the muskuloskeletal system and connective tissue,"osteopathies, chondropathies and ac quired musculoskeletal deformities",diseases of the musculoskeletal system and connective tissue,nonallopathic lesions not elsewhere classified,spondylopathies,skipped_subcategory,spondylopathies in diseases classified elsewhere
740,anencephalus and similar anomalies,congenital anomalies,congenital anomalies,"congenital malformations, deformations and chromosomal abnormalities",anencephalus and similar anomalies,congenital malformations of the nervous system,skipped_subcategory,anencephaly and similar malformations
741,spina bifida,congenital anomalies,congenital anomalies,"congenital malformations, deformations and chromosomal abnormalities",spina bifida,congenital malformations of the nervous system,skipped_subcategory,spina bifida
742,other congenital anomalies of nervous system,congenital anomalies,congenital anomalies,"congenital malformations, deformations and chromosomal abnormalities",other congenital anomalies of nervous system,congenital malformations of the nervous system,skipped_subcategory,other congenital malformations of nervous system
743,congenital anomalies of eye,congenital anomalies,congenital anomalies,"congenital malformations, deformations and chromosomal abnormalities",congenital anomalies of eye,"congenital malformations of eye, ear, face and neck",skipped_subcategory,congenital malformations of anterior segment of eye
744,"congenital anomalies of ear, face and neck",congenital anomalies,congenital anomalies,"congenital malformations, deformations and chromosomal abnormalities",congenital anomalies of ear face and neck,"congenital malformations of eye, ear, face and neck",skipped_subcategory,other congenital malformations of face and neck
745,bulbus cordis anomalies and anomalies of cardiac septal closure,congenital anomalies,congenital anomalies,"congenital malformations, deformations and chromosomal abnormalities",bulbus cordis anomalies and anomalies of cardiac septal closure,,skipped_subcategory,
746,other congenital anomalies of heart,congenital anomalies,congenital anomalies,"congenital malformations, deformations and chromosomal abnormalities",other congenital anomalies of heart,congenital malformations of the circulatory system,skipped_subcategory,other congenital malformations of heart
747,other congenital anomalies of circulatory system,congenital anomalies,congenital anomalies,"congenital malformations, deformations and chromosomal abnormalities",other congenital anomalies of circulatory system,congenital malformations of the circulatory system,skipped_subcategory,other congenital malformations of circulatory system
748,congenital anomalies of respiratory system,congenital anomalies,congenital anomalies,"congenital malformations, deformations and chromosomal abnormalities",congenital anomalies of respiratory system,congenital malformations of the respiratory system,skipped_subcategory,other congenital malformations of respiratory system
749,cleft palate and cleft lip,congenital anomalies,congenital anomalies,"congenital malformations, deformations and chromosomal abnormalities",cleft palate and cleft lip,cleft lip and cleft palate,skipped_subcategory,cleft palate
750,other congenital anomalies of upper alimentary tract,congenital anomalies,congenital anomalies,"congenital malformations, deformations and chromosomal abnormalities",other congenital anomalies of upper alimentary tract,other congenital malformations of the digestive system,skipped_subcategory,other congenital malformations of upper alimentary tract
751,other congenital anomalies of digestive system,congenital anomalies,congenital anomalies,"congenital malformations, deformations and chromosomal abnormalities",other congenital anomalies of digestive system,other congenital malformations of the digestive system,skipped_subcategory,other congenital malformations of digestive system
752,congenital anomalies of genital organs,congenital anomalies,congenital anomalies,"congenital malformations, deformations and chromosomal abnormalities",congenital anomalies of genital organs,congenital malformations of genital organs,skipped_subcategory,other congenital malformations of male genital organs
753,congenital anomalies of urinary system,congenital anomalies,congenital anomalies,"congenital malformations, deformations and chromosomal abnormalities",congenital anomalies of urinary system,congenital malformations of the urinary system,skipped_subcategory,other congenital malformations of urinary system
754,certain congenital musculoskeletal deformities,congenital anomalies,congenital anomalies,"congenital malformations, deformations and chromosomal abnormalities",certain congenital musculoskeletal deformities,congenital malformations and deformations of the musculoskeletal system,skipped_subcategory,other congenital musculoskeletal deformities
755,other congenital anomalies of limbs,congenital anomalies,congenital anomalies,"congenital malformations, deformations and chromosomal abnormalities",other congenital anomalies of limbs,congenital malformations and deformations of the musculoskeletal system,skipped_subcategory,other congenital malformations of limb(s)
756,other congenital musculoskeletal anomalies,congenital anomalies,congenital anomalies,"congenital malformations, deformations and chromosomal abnormalities",other congenital musculoskeletal anomalies,congenital malformations and deformations of the musculoskeletal system,skipped_subcategory,other congenital musculoskeletal deformities
757,congenital anomalies of the integument,congenital anomalies,congenital anomalies,"congenital malformations, deformations and chromosomal abnormalities",congenital anomalies of the integument,other congenital malformations,skipped_subcategory,other congenital malformations of integument
758,chromosomal anomalies,congenital anomalies,congenital anomalies,"congenital malformations, deformations and chromosomal abnormalities",chromosomal anomalies,"chromosomal abnormalities, nec",skipped_subcategory,"other chromosome abnormalities, nec"
759,other and unspecified congenital anomalies,congenital anomalies,congenital anomalies,"congenital malformations, deformations and chromosomal abnormalities",other and unspecified congenital anomalies,,skipped_subcategory,
760,fetus or newborn affected by maternal conditions which may be unrelated to present pregnancy,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,fetus or newborn affected by maternal conditions which may be unrelated to present pregnancy,"newborn affected by maternal factors and by complications of pregnancy, labor, and delivery",skipped_subcategory,newborn affected by maternal conditions that may be unrelated to present pregnancy
761,fetus or newborn affected by maternal complications of pregnancy,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,fetus or newborn affected by maternal complications of pregnancy,"newborn affected by maternal factors and by complications of pregnancy, labor, and delivery",skipped_subcategory,newborn affected by maternal complications of pregnancy
762,"fetus or newborn affected by complications of placenta, cord and membranes",certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,fetus or newborn affected by complications of placenta cord and membranes,"newborn affected by maternal factors and by complications of pregnancy, labor, and delivery",skipped_subcategory,"newborn affected by complications of placenta, cord and membranes"
763,fetus or newborn affected by other complications of labour and delivery,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,fetus or newborn affected by other complications of labour and delivery,"newborn affected by maternal factors and by complications of pregnancy, labor, and delivery",skipped_subcategory,newborn affected by other complications of labor and delivery
764,slow fetal growth and fetal malnutrition,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,slow fetal growth and fetal malnutrition,disorders of newborn related to length of gestation and fetal growth,skipped_subcategory,disorders of newborn related to slow fetal growth and fetal malnutrition
765,disorders relating to short gestation and unspecified low birthweight,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,disorders relating to short gestation and unspecified low birthweight,,skipped_subcategory,
766,disorders relating to long gestation and high birthweight,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,disorders relating to long gestation and high birthweight,disorders of newborn related to length of gestation and fetal growth,skipped_subcategory,disorders of newborn related to long gestation and high birth weight
767,birth trauma,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,birth trauma,,skipped_subcategory,
768,intrauterine hypoxia and birth asphyxia,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,intrauterine hypoxia and birth asphyxia,,skipped_subcategory,
769,respiratory distress syndrome,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,respiratory distress syndrome,,skipped_subcategory,
770,other respiratory conditions of fetus and newborn,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,other respiratory conditions of fetus and newborn,respiratory and cardiovascular disorders specific to the perinatal period,skipped_subcategory,respiratory distress of newborn
771,infections specific to the perinatal period,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,infections specific to the perinatal period,infections specific to the perinatal period,skipped_subcategory,other infections specific to the perinatal period
772,fetal and neonatal haemorrhage,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,fetal and neonatal haemorrhage,hemorrhagic and hematological disorders of newborn,skipped_subcategory,other neonatal hemorrhages
773,"haemolytic disease of fetus or newborn, due to isoimmunization",certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,haemolytic disease of fetus or newborn due to isoimmunization,hemorrhagic and hematological disorders of newborn,skipped_subcategory,hemolytic disease of newborn
774,other perinatal jaundice,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,other perinatal jaundice,respiratory and cardiovascular disorders specific to the perinatal period,skipped_subcategory,other respiratory conditions originating in the perinatal period
775,endocrine and metabolic disturbances specific to the fetus and newborn,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,endocrine and metabolic disturbances specific to the fetus and newborn,,skipped_subcategory,
776,haematological disorders of fetus and newborn,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,haematological disorders of fetus and newborn,,skipped_subcategory,
777,perinatal disorders of digestive system,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,perinatal disorders of digestive system,digestive system disorders of newborn,skipped_subcategory,other perinatal digestive system disorders
778,conditions involving the integument and temperature regulation of fetus and newborn,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,conditions involving the integument and temperature regulation of fetus and newborn,conditions involving the integument and temperature regulation of newborn,skipped_subcategory,other conditions of integument specific to newborn
779,other and ill-defined conditions originating in the perinatal period,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,certain conditions originating in the perinatal period,other and illdefined conditions originating in the perinatal period,other disorders originating in the perinatal period,skipped_subcategory,other conditions originating in the perinatal period
780,general symptoms,"symptoms, signs and ill-defined conditions",symptoms,"symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",general symptoms,"symptoms and signs involving cognition, perception, emotional state and behavior",skipped_subcategory,other symptoms and signs involving general sensations and perceptions
781,symptoms involving nervous and musculoskeletal systems,"symptoms, signs and ill-defined conditions",symptoms,"symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",symptoms involving nervous and musculoskeletal systems,symptoms and signs involving the nervous and musculoskeletal systems,skipped_subcategory,other symptoms and signs involving the nervous and musculoskeletal systems
782,symptoms involving skin and other integumentary tissue,"symptoms, signs and ill-defined conditions",symptoms,"symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",symptoms involving skin and other integumentary tissue,symptoms and signs involving the genitourinary system,skipped_subcategory,other and unspecified symptoms and signs involving the genitourinary system
783,"symptoms concerning nutrition, metabolism and development","symptoms, signs and ill-defined conditions",symptoms,"symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",symptoms concerning nutrition metabolism and development,general symptoms and signs,skipped_subcategory,symptoms and signs concerning food and fluid intake
784,symptoms involving head and neck,"symptoms, signs and ill-defined conditions",symptoms,"symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",symptoms involving head and neck,symptoms and signs involving the circulatory and respiratory systems,skipped_subcategory,other symptoms and signs involving the circulatory and respiratory system
785,symptoms involving cardiovascular system,"symptoms, signs and ill-defined conditions",symptoms,"symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",symptoms involving cardiovascular system,symptoms and signs involving the circulatory and respiratory systems,skipped_subcategory,other symptoms and signs involving the circulatory and respiratory system
786,symptoms involving respiratory system and other chest symptoms,"symptoms, signs and ill-defined conditions",symptoms,"symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",symptoms involving respiratory system and other chest symptoms,symptoms and signs involving the circulatory and respiratory systems,skipped_subcategory,other symptoms and signs involving the circulatory and respiratory system
787,symptoms involving digestive system,"symptoms, signs and ill-defined conditions",symptoms,"symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",symptoms involving digestive system,symptoms and signs involving the digestive system and abdomen,skipped_subcategory,other symptoms and signs involving the digestive system and abdomen
788,symptoms involving urinary system,"symptoms, signs and ill-defined conditions",symptoms,"symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",symptoms involving urinary system,symptoms and signs involving the circulatory and respiratory systems,skipped_subcategory,other symptoms and signs involving the circulatory and respiratory system
789,other symptoms involving abdomen and pelvis,"symptoms, signs and ill-defined conditions",symptoms,"symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",other symptoms involving abdomen and pelvis,symptoms and signs involving the digestive system and abdomen,skipped_subcategory,other symptoms and signs involving the digestive system and abdomen
790,nonspecific findings on examination of blood,"symptoms, signs and ill-defined conditions",non-specific abnormal findings,"symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",nonspecific findings on examination of blood,,skipped_subcategory,
791,nonspecific findings on examination of urine,"symptoms, signs and ill-defined conditions",non-specific abnormal findings,"symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",nonspecific findings on examination of urine,"abnormal findings on examination of urine, without diagnosis",skipped_subcategory,other and unspecified abnormal findings in urine
792,nonspecific abnormal findings in other body substances,"symptoms, signs and ill-defined conditions",non-specific abnormal findings,"symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",nonspecific abnormal findings in other body substances,"abnormal findings on examination of other body fluids, substances and tissues, without diagnosis",skipped_subcategory,abnormal findings in other body fluids and substances
793,nonspecific abnormal findings on radiological and other examination of body structure,"symptoms, signs and ill-defined conditions",non-specific abnormal findings,"symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",nonspecific abnormal findings on radiological and other examination of body structure,"abnormal findings on diagnostic imaging and in function studies, without diagnosis",skipped_subcategory,abnormal findings on diagnostic imaging of other body structures
794,nonspecific abnormal results of function studies,"symptoms, signs and ill-defined conditions",non-specific abnormal findings,"symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",nonspecific abnormal results of function studies,"abnormal findings on diagnostic imaging and in function studies, without diagnosis",skipped_subcategory,abnormal results of function studies
795,nonspecific abnormal histological and immunological findings,"symptoms, signs and ill-defined conditions",non-specific abnormal findings,"symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",nonspecific abnormal histological and immunological findings,"abnormal findings on examination of blood, without diagnosis",skipped_subcategory,other abnormal immunological findings in serum
796,other nonspecific abnormal findings,"symptoms, signs and ill-defined conditions",non-specific abnormal findings,"symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",other nonspecific abnormal findings,"abnormal findings on examination of urine, without diagnosis",skipped_subcategory,other and unspecified abnormal findings in urine
797,senility without mention of psychosis,"symptoms, signs and ill-defined conditions",ill-defined and unknown causes of morbidity and mortality,"symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",senility without mention of psychosis,ill-defined and unknown cause of mortality,subcategory,
798,"sudden death, cause unknown","symptoms, signs and ill-defined conditions",ill-defined and unknown causes of morbidity and mortality,"symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",sudden death cause unknown,ill-defined and unknown cause of mortality,subcategory,
799,other ill-defined and unknown causes of morbidity and mortality,"symptoms, signs and ill-defined conditions",ill-defined and unknown causes of morbidity and mortality,"symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",other illdefined and unknown causes of morbidity and mortality,ill-defined and unknown cause of mortality,subcategory,
800,fracture of vault of skull,injury and poisoning,fracture of skull,"injury, poisoning and certain other consequences of external causes",fracture of vault of skull,Injuries to the head,manual,
801,fracture of base of skull,injury and poisoning,fracture of skull,"injury, poisoning and certain other consequences of external causes",fracture of base of skull,Injuries to the head,manual,
802,fracture of face bones,injury and poisoning,fracture of skull,"injury, poisoning and certain other consequences of external causes",fracture of face bones,Injuries to the head,manual,
803,other and unqualified skull fractures,injury and poisoning,fracture of skull,"injury, poisoning and certain other consequences of external causes",other and unqualified skull fractures,Injuries to the head,manual,
804,multiple fractures involving skull or face with other bones,injury and poisoning,fracture of skull,"injury, poisoning and certain other consequences of external causes",multiple fractures involving skull or face with other bones,Injuries to the head,manual,
